Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
peruano,hembra,703.4650099242559,23.0689451511583,17.995888800660673,negro,sano,31.914762936207108
andino,macho,786.2296877621144,25.60350866470541,16.415526837541602,negro,gordo,41.625355699912475
andino,hembra,NA,28.21229271780685,18.78221053477604,negro,NA,37.6660109689426
peruano,hembra,764.0901230835535,29.540028148092595,NA,marrón,NA,49.136356214537145
andino,macho,585.2932523137231,26.943455386827505,NA,tricolor,NA,10.97030124023349
peruano,hembra,NA,21.94261333183527,18.13661817720012,marrón,NA,37.52611181239136
andino,hembra,732.4143908927597,26.049569518308083,NA,tricolor,NA,38.689418757085264
peruano,macho,963.7508619256394,26.194960814310225,18.432897599592987,blanco,gordo,61.9699933719629
peruano,macho,905.563405764492,33.585127356421054,NA,negro,NA,40.47707801287003
híbrido,macho,728.1321110939538,23.12301338322365,19.553738786239407,tricolor,sano,32.77503465617761
peruano,macho,762.0178636027949,23.09087749725622,20.64974403202943,blanco,sano,42.84075198522894
peruano,macho,800.4170022258553,28.63529146329116,20.37979930012447,blanco,sano,32.384591615648674
peruano,hembra,595.9853086619783,25.329568284632064,18.131195931935455,blanco,sano,NA
andino,macho,638.8943019290897,30.24902237608776,NA,negro,NA,32.12115345953784
peruano,macho,764.3384978918392,NA,20.021133803992512,blanco,sano,23.083034178337737
americano,macho,NA,26.654228222426408,NA,marrón,NA,50.46942582658673
peruano,macho,805.0757253828567,30.17138282197623,19.35243266413408,marrón,sano,20.688582659601224
peruano,macho,NA,28.905977240944676,20.068910560401036,blanco,NA,21.793903488457257
peruano,macho,662.0626395635579,27.92798193384822,18.69183583950341,pintado,sano,29.874849270221414
peruano,hembra,646.8998379069302,25.60281708341272,16.28533294451781,blanco,sano,44.75242169713376
peruano,macho,NA,26.788965572339688,20.645373700343235,pintado,NA,41.76225132969347
peruano,macho,809.5710659685146,28.99154881956515,21.305602086670632,blanco,sano,36.57200319482689
andino,hembra,604.0437480733715,27.60848740614237,14.530797035816962,blanco,gordo,30.622561119768008
peruano,macho,717.0374691688589,24.855281996818007,NA,marrón,NA,27.310543403280693
peruano,macho,770.5658439975074,29.795705237569603,19.75034562830611,marrón,sano,52.36719144879076
americano,hembra,1016.4447607815736,28.33742223737069,18.67619168381485,negro,gordo,25.938692959246787
andino,macho,775.1246075875737,NA,16.843995663051682,blanco,gordo,23.12960933808441
peruano,hembra,856.5229365988122,25.43667645813866,18.976363975757177,marrón,sano,26.279297265458705
peruano,macho,726.3106510756367,25.613461017758425,NA,pintado,NA,27.25627089954518
andino,macho,616.1847583603887,28.71685142481973,18.014683385687437,negro,sano,28.782196885990093
andino,macho,692.5264209930705,26.41346910645005,18.29734310632943,blanco,sano,46.94180320833944
peruano,hembra,651.3919558722807,26.286172640745608,18.204764156563,marrón,sano,51.86288867446613
peruano,macho,901.7782966257444,NA,19.311974817420506,negro,sano,21.93819005600566
híbrido,hembra,NA,20.894174446763028,NA,tricolor,NA,23.35102777960265
andino,macho,NA,27.115012173198892,17.92014600760423,negro,NA,34.53531671085554
peruano,macho,752.0548201430153,24.58696597551597,19.80463771679505,blanco,sano,43.385160569294534
andino,hembra,651.4875621792582,26.77635594695617,18.238414286473795,marrón,sano,38.57629057828075
peruano,macho,1052.765216216393,29.65238106848018,19.004664725545556,blanco,gordo,38.73984671999242
americano,macho,NA,32.465114740330264,20.1641811124079,blanco,NA,34.62315324630568
americano,macho,1024.8609400035762,28.14054811677944,NA,negro,NA,11.014476850722875
andino,hembra,NA,28.94782317806655,16.00329045985524,negro,NA,57.61023197226391
peruano,macho,NA,29.84655960736031,18.63214890520273,marrón,NA,56.136817875700075
peruano,hembra,564.4509634156001,NA,17.762504889147696,blanco,sano,24.43521519972136
híbrido,macho,1104.722166162101,25.97445957816256,23.34720546364837,pintado,sano,47.488501310891955
peruano,hembra,760.1714466417941,25.819313552574776,18.942790959292697,blanco,sano,61.44034055470561
andino,macho,818.9795955536574,25.18643137945068,18.032687800373168,rojizo,sano,40.68628301421197
andino,macho,718.1958905474818,25.319189593531647,NA,blanco,NA,46.00856280423403
peruano,macho,765.5268365310193,28.50053869521917,19.396255783338532,blanco,sano,44.55211256349902
peruano,hembra,673.1710222371985,NA,16.708727017361575,blanco,sano,22.83833728855972
peruano,macho,730.34651523286,23.140600814107128,NA,marrón,NA,55.57351064078055
abisinio,macho,521.9719761991715,24.559811770317257,NA,marrón oscuro,NA,20.28934309493109
andino,hembra,616.2212209572641,25.62177904000661,18.239687895621003,marrón,sano,52.741228414779144
híbrido,hembra,861.3605331357306,14.696934051669327,NA,marrón,NA,50.780174377177005
peruano,hembra,751.3183575844585,24.763006749220494,16.937467615951572,negro,gordo,28.687063676054272
andino,hembra,787.8421388255232,28.023340409141255,15.951153719621384,marrón,gordo,31.493175221788658
híbrido,macho,NA,NA,16.488067972208192,pintado,NA,48.55477912145651
peruano,hembra,626.852844449287,27.13047223905186,18.832879210846333,blanco,sano,23.695531002408966
peruano,hembra,748.4803486068871,26.569754647737835,17.76438316469098,blanco,sano,33.598919430157856
peruano,hembra,528.2760861868875,28.59336078839892,17.042301910476578,negro,sano,24.3305490611682
híbrido,hembra,1161.8806121822458,NA,17.32656387020322,pintado,obeso,37.220360899008895
peruano,hembra,801.3911779586117,27.63618741178833,17.99306631769847,negro,sano,16.739014906495434
andino,hembra,664.8722216732486,24.589661760920052,14.891297914183092,negro,gordo,24.151168125145453
peruano,macho,936.899063201766,29.73128160182308,18.793581764546783,negro,gordo,37.47562530634731
peruano,hembra,722.4829010734057,22.16026362268917,17.20594997229556,negro,sano,15.91612752828436
híbrido,macho,854.2203285581545,32.746018598630634,NA,blanco,NA,56.571426235453934
híbrido,macho,NA,15.733308527245208,26.496249158533875,tricolor,NA,52.548576115146304
híbrido,hembra,NA,NA,NA,tricolor,NA,14.264995779090572
peruano,macho,931.457056846932,26.340474091459615,21.521463661617876,marrón,sano,38.191619689534214
peruano,macho,779.2795161051583,27.382899619958565,20.6126245770706,blanco,sano,33.48411579870433
abisinio,macho,709.8959982698252,24.19204187745309,NA,gris,NA,10.648713687306389
peruano,macho,838.1222960771886,25.060317150347263,20.539332697459265,blanco,sano,42.00854114106912
peruano,hembra,NA,26.26443503734838,17.6305205073191,negro,NA,18.97417776849791
andino,macho,723.5909839172131,21.54012176075534,17.87380665957423,marrón,sano,12.24386740529122
peruano,hembra,NA,23.04175066469426,NA,negro,NA,32.136834376870894
andino,macho,777.1219811073943,20.82339830557762,19.07975023191694,negro,sano,29.30090055133595
andino,macho,916.3904892773636,NA,18.945396330367753,rojizo,gordo,16.703528241924104
peruano,macho,794.5680464442528,25.85976069280042,19.524311990836487,marrón,sano,42.94913638953772
peruano,hembra,748.7056214168286,23.203690954435288,NA,blanco,NA,35.78259646700556
peruano,macho,789.9005046390192,27.615507139189837,18.967753734969985,blanco,sano,48.18041451443639
peruano,macho,771.8122811278201,25.706652520554613,NA,negro,NA,46.312483679027025
peruano,hembra,NA,21.064764612715567,NA,negro,NA,27.07168528216041
abisinio,macho,NA,NA,NA,pintado,NA,15.140133526973878
peruano,hembra,781.6637158515737,NA,17.332483903405024,blanco,gordo,55.70139036671728
peruano,hembra,748.884373137451,NA,18.275044896732005,blanco,sano,18.16980295955197
andino,macho,774.7777674977561,29.04770468191836,NA,negro,NA,26.10119159601823
peruano,hembra,NA,NA,15.649690808722736,blanco,NA,19.05561430935564
abisinio,macho,638.0662037915669,22.927719267031733,NA,marrón oscuro,NA,59.46517718479251
peruano,hembra,NA,NA,NA,negro,NA,14.669008350312552
peruano,macho,880.8503002682475,27.6669992470328,20.075136956144767,marrón,sano,55.76975001599439
peruano,macho,744.6495388610085,25.59405986517492,20.03808414059985,blanco,sano,59.015626281637175
andino,macho,826.9641476524596,25.72981051437102,19.04066219772313,blanco,sano,45.01997808094006
andino,macho,883.9340925802209,20.602929058332965,17.52440697791853,blanco,gordo,44.782541245404744
peruano,macho,767.408632987209,23.397845312587833,21.055945855694993,marrón,sano,20.79394000810079
andino,macho,758.7010538697301,21.697799090114348,NA,negro,NA,28.136327464711695
peruano,hembra,777.02630142807,29.92721281387379,NA,marrón,NA,51.45619978588536
peruano,macho,NA,27.974696481813115,NA,blanco,NA,33.88185556265812
peruano,macho,1049.9777886469371,23.837206083837565,NA,marrón,NA,62.23649526767945
peruano,macho,570.7441975453694,22.281382912807,19.173005568028444,blanco,sano,64.00408114502278
peruano,macho,792.0154043234397,26.34677802164379,20.208112635452117,negro,sano,43.32070628993215
andino,macho,730.9390470215097,29.36796807225704,NA,marrón,NA,28.277999803732655
peruano,macho,NA,26.19186830663861,20.277148744689924,blanco,NA,41.97663135500008
andino,macho,709.7297066223709,27.101061402067582,NA,marrón,NA,50.79558402162176
peruano,hembra,656.4486455355822,22.67994666790342,17.668755403727065,pintado,sano,60.78211245589716
abisinio,macho,585.9145437759828,23.00585544071119,NA,negro,NA,28.081519395494976
híbrido,hembra,1346.4053045118408,NA,20.82025897897662,tricolor,gordo,33.447115729130886
peruano,hembra,725.9480399901294,NA,19.133125245218014,negro,sano,43.64296743844854
peruano,hembra,527.3801105072749,22.646121058664328,17.502146782717094,pintado,sano,41.23950845572567
peruano,macho,869.7250977843083,23.719234622242645,18.750774015536443,negro,sano,24.30048636130749
híbrido,hembra,1418.547351747596,25.005523657667155,27.371864118191,pintado,sano,39.386996187819456
peruano,hembra,664.5781632032962,28.04965646159986,17.340391856902087,marrón,sano,31.30877559878843
peruano,macho,1021.2532181415454,31.250702954742195,NA,marrón,NA,58.643076841865074
andino,macho,586.7201375999404,27.872825258155377,19.324873239107745,blanco,sano,NA
híbrido,hembra,530.1636375000766,NA,25.523184260882697,pintado,flaco,14.790751890662314
andino,macho,990.552954468414,NA,17.934782668695863,negro,gordo,63.76149674576602
peruano,macho,836.2021218197375,25.90571084047447,19.48647480130327,blanco,sano,15.495430326058951
peruano,hembra,526.6535810892011,24.38445154688686,18.547520937549333,marrón,sano,16.608390612965245
americano,macho,1185.0793268280847,31.132805671940048,23.35521906368283,marrón,sano,42.70842770942295
andino,hembra,757.518041417717,24.194979802764045,NA,blanco,NA,32.760665525012755
híbrido,hembra,637.0743720304833,NA,14.991844362596147,tricolor,gordo,19.580991535713647
peruano,macho,664.9779059799796,24.71622493307412,NA,blanco,NA,36.514230908273746
andino,macho,755.900795029281,NA,19.408786049322813,marrón,sano,31.11352858633317
andino,hembra,NA,21.76558574155068,NA,negro,NA,13.086417218782094
híbrido,hembra,NA,26.06676933318003,20.339389030043023,tricolor,NA,42.31051315807859
híbrido,macho,716.5616061759773,23.788649471271267,19.69169719042724,blanco,sano,58.87568984730683
peruano,macho,757.8689325370875,27.593671691864955,20.81709377358116,blanco,sano,51.85855612771583
peruano,macho,886.8468710402828,26.4510709994326,NA,negro,NA,53.738845933028486
peruano,hembra,523.224059870407,22.63616905142841,NA,blanco,NA,47.62878681465431
andino,macho,782.9215855392043,23.94288307630124,19.984958772828875,marrón,sano,41.00559763544089
peruano,macho,681.46474937435,27.144280784537717,NA,blanco,NA,33.90611127423219
peruano,hembra,586.5258725465544,29.135813845739957,NA,blanco,NA,16.62288065232545
peruano,macho,718.4206202396144,25.025326476343395,21.12042659758551,negro,sano,19.969331848689215
peruano,macho,748.2666602260956,28.46196819274231,20.941457598637523,marrón,sano,38.77600915361287
abisinio,macho,559.2255041485308,29.537454298146507,15.613711510475836,marrón oscuro,sano,12.645272868906194
andino,hembra,NA,23.412459474751625,16.385541185584035,marrón,NA,37.2173996267524
peruano,macho,924.902478956653,29.944935412846085,20.085660752452277,pintado,sano,26.54342615417652
peruano,macho,1064.314911338673,NA,19.32330484398484,negro,gordo,62.41361953481605
andino,macho,638.0978938097834,23.035822901507142,NA,marrón,NA,58.25738290728872
peruano,macho,718.4762837060213,31.179745530192427,NA,marrón,NA,28.671184273025705
peruano,hembra,562.819152028397,27.828289607619716,NA,blanco,NA,45.69280786474475
andino,hembra,668.8367470164932,22.203075840160583,15.437692697178887,blanco,gordo,13.6256805058038
peruano,hembra,489.4541091315911,21.686637252998032,18.865096728372137,blanco,flaco,16.2567778828666
abisinio,macho,657.7334778967917,29.362603031379248,14.39433820690556,pintado,gordo,51.30007920294331
peruano,hembra,657.0188536141553,23.732738279205257,18.358663435153098,marrón,sano,39.53315905745272
peruano,macho,667.9514247160995,28.7787755676787,19.068335197715825,blanco,sano,19.989504149886827
peruano,macho,801.2413823675311,25.23291682831443,19.264297950769176,pintado,sano,45.56459412177742
peruano,hembra,618.2079280643452,25.35096513220194,19.260572602005347,pintado,sano,43.48540307885783
americano,hembra,689.2366324357424,25.65724725428566,19.936953298166777,marrón,sano,36.44832946261034
peruano,macho,756.7880336876867,28.23443884909771,19.45180877036878,pintado,sano,45.65286753300369
peruano,macho,735.6698445630379,25.163197045343445,19.541456647112263,negro,sano,22.074478860431988
híbrido,hembra,NA,32.88589191951821,17.400308552037828,tricolor,NA,26.663415139024607
andino,macho,752.8333203874323,25.71320593803017,NA,negro,NA,24.434724733928228
peruano,hembra,849.1824719330183,NA,18.277052043932045,blanco,gordo,30.420526488298105
andino,macho,805.0952368957218,NA,15.933361750572452,blanco,gordo,44.491798934674875
peruano,macho,899.695545227646,24.51157151900835,NA,negro,NA,41.978632336986294
peruano,macho,796.870758655556,NA,21.455166455444928,blanco,sano,10.881133211490427
peruano,hembra,NA,NA,NA,blanco,NA,36.24150538608073
peruano,macho,NA,NA,20.55830550328286,blanco,NA,44.11895131942945
peruano,hembra,791.2634977229992,24.179900212699117,20.00776830573005,negro,sano,48.2471059060531
peruano,macho,925.1072283998544,24.58749773158957,18.578492099639465,blanco,gordo,63.6634479410756
peruano,macho,878.6159706786815,26.59099971452644,20.81513878248689,negro,sano,44.66533879319517
peruano,macho,681.6705674619614,NA,20.246297289618624,negro,sano,12.0723366956819
peruano,hembra,NA,26.473638001305293,17.342707163143544,blanco,NA,34.578330556234576
peruano,macho,915.680891087384,27.64609830412299,21.242347478596297,negro,sano,13.537693136557568
abisinio,macho,600.3865349756329,23.625260834626292,15.84361998797506,marrón oscuro,sano,62.97628408614967
andino,macho,746.367389271887,27.318904224369273,19.053776582762836,marrón,sano,51.60175933482494
andino,macho,703.1667004076926,NA,NA,tricolor,NA,20.571693651770197
peruano,hembra,716.21219358183,26.01539559602305,19.101308482196803,marrón,sano,24.499839583789615
peruano,hembra,717.2460497343507,21.87338850581143,NA,negro,NA,57.00302287845555
andino,macho,887.7502994369424,21.958658338911142,NA,negro,NA,17.932276399884802
andino,macho,752.9882664847944,19.656727579189223,NA,blanco,NA,42.88812531671801
peruano,hembra,583.714536778371,21.207368033535488,17.40250546465738,blanco,sano,39.82507394062728
peruano,hembra,570.6968037306428,25.32532331548577,17.79467707322764,pintado,sano,59.357139251560824
abisinio,macho,NA,21.82690707733774,17.51531723703462,negro,NA,22.198395075202917
peruano,macho,755.7346244852367,26.806319206705293,19.478624866560303,pintado,sano,27.398796261412297
americano,macho,NA,27.43625430787044,NA,marrón,NA,52.87988016707538
peruano,hembra,922.4332466656012,28.372024046824908,17.375605991720484,negro,gordo,20.08665707383675
peruano,macho,976.784795666052,29.73324468806502,21.564744508486065,negro,sano,33.4857473197589
peruano,macho,792.1027434680923,29.924083253198944,20.17143298225672,pintado,sano,40.93197894580396
andino,macho,902.929904734174,23.40445544969559,17.22804517546244,blanco,gordo,20.026582244829147
peruano,macho,859.5335773209669,24.805069000487293,21.65302747141881,blanco,sano,17.391668250767417
abisinio,macho,614.3534299225331,NA,NA,negro,NA,59.31312738127925
peruano,hembra,647.6025166612797,NA,17.459875466701998,blanco,sano,33.680663136909175
andino,hembra,741.3281648643712,20.250178234323823,NA,marrón,NA,35.09149666596556
peruano,hembra,711.6691794790585,27.61008057770068,18.23147731369738,blanco,sano,62.93583787825745
andino,hembra,722.2674412041819,NA,NA,negro,NA,25.53607460411451
peruano,macho,NA,29.1771817907359,19.43874548609354,blanco,NA,58.64966490579651
peruano,hembra,828.6997296105476,NA,17.81364164743408,blanco,gordo,14.390793427875366
abisinio,macho,NA,25.602759563820666,15.655327665015596,marrón oscuro,NA,40.143054086192585
peruano,hembra,927.583694444175,26.8480464699772,18.28797421584252,blanco,gordo,20.793876059505365
peruano,hembra,746.4815062929704,NA,NA,marrón,NA,15.771247830853913
peruano,hembra,NA,27.18185378290301,NA,marrón,NA,41.98771121277005
híbrido,macho,1000.3338246164352,27.73284734022344,23.858911628451576,pintado,sano,42.66376170204776
peruano,macho,918.311143480329,27.01932724897948,22.277265630182395,negro,sano,22.43155141442512
híbrido,macho,NA,32.48423243237196,20.954230391419298,blanco,NA,18.909269428579655
peruano,hembra,723.5192335203817,NA,18.03065911206881,blanco,sano,14.032771490604048
híbrido,macho,894.3711212747605,NA,NA,tricolor,NA,45.81334574870961
andino,hembra,580.8014862083096,NA,NA,marrón,NA,30.733237951927507
peruano,macho,718.9752554091109,29.067628328226075,20.36994926036239,blanco,sano,43.988579324258254
peruano,macho,721.6223599410808,23.878410213795537,20.182542819355348,blanco,sano,62.20600431172644
peruano,hembra,762.8543919412903,33.329714451021744,17.539240688952837,marrón,sano,51.82483647478827
peruano,hembra,670.93601552935,25.949463456291152,17.569000124777496,pintado,sano,10.722345286795676
peruano,hembra,801.4264520691909,NA,NA,blanco,NA,21.500042201480007
americano,macho,1007.1654799815122,25.776912203526187,22.521382684546715,marrón,sano,43.46667395366043
peruano,macho,932.2097051083016,NA,20.275761597225916,negro,sano,37.395193892108736
peruano,hembra,876.8852606144317,23.307226768040636,NA,blanco,NA,32.99552233654842
híbrido,macho,1106.0550490064436,27.96948330175975,19.073054613423597,tricolor,gordo,14.968418742580408
andino,macho,795.6570943746871,NA,NA,marrón,NA,58.32733204024846
peruano,macho,NA,29.242430988249897,20.66347175279882,blanco,NA,29.25818981104761
peruano,hembra,650.8777405968023,22.315535123067924,17.959796390132524,negro,sano,35.11123747739184
andino,hembra,NA,25.96439378067221,14.809319852032,negro,NA,58.07603532869655
peruano,hembra,723.7350999041587,26.267343291449155,16.576575094412902,negro,gordo,14.105495289200428
peruano,macho,890.6922992863182,25.920949657877205,18.30490522651676,negro,gordo,25.01245072119744
andino,macho,NA,26.03640399907548,16.778400202384805,tricolor,NA,33.71533931326224
peruano,macho,621.1238987279667,26.68772767194211,NA,negro,NA,17.222157932827606
americano,hembra,682.5885103694399,24.350481371629208,NA,blanco,NA,15.554307562506596
peruano,macho,NA,24.64287513015125,NA,blanco,NA,26.20770192825269
abisinio,macho,618.0507419269331,NA,NA,negro,NA,25.766372331437573
peruano,hembra,623.6522264831526,30.431038410751363,17.272925742237273,blanco,sano,35.768726026152535
peruano,hembra,775.9601630218601,18.528519544309212,NA,blanco,NA,30.133442909147657
abisinio,macho,517.7024449804151,23.91738981059632,16.18538285242111,pintado,sano,40.53553346628376
andino,hembra,580.5487180602892,23.96161842286404,NA,rojizo,NA,60.4109233906223
peruano,hembra,814.0545328319341,NA,NA,marrón,NA,62.79332143238615
peruano,hembra,588.2431455828253,26.97687479734157,17.62397979503049,blanco,sano,21.18825922026493
